versao,bloco,p,r,T,c,resolved,clearly_detectable,eligible,margin,e_rec,escala_suficiente_F,tau,e_lin_U5.5,d_U5.5,e_lin_U6.0,d_U6.0,e_lin_U7.0,d_U7.0,e_lin_U8.0,d_U8.0,e_lin_U10.0,d_U10.0
m4-v1,b01,137,1,np.float64(4.919980925828125),np.float64(-0.13379912176069506),True,False,False,0.6615502477672787,6.337704943071287e-07,np.float64(5.001908043132148e-05),1e-06,6.33746923066433e-07,2.3571240695694355e-11,6.332902671279282e-07,4.802271792005051e-10,6.335619125288802e-07,2.085817782484862e-10,6.336394210694407e-07,1.3107323768799628e-10,6.335944408431718e-07,1.7605346395697121e-10
m4-v1,b01,139,1,np.float64(4.9344739331306915),np.float64(-0.13322434272608064),True,False,False,0.6521932259239159,4.407542637530071e-07,np.float64(4.900630155132612e-05),1e-06,4.395228156522868e-07,1.2314481007202941e-09,4.4114427211984434e-07,-3.9000836683725875e-10,4.412336863802245e-07,-4.794226272173982e-10,4.4124851663202705e-07,-4.942528790199738e-10,4.412603287327272e-07,-5.060649797201409e-10
m4-v1,b02,2,1,np.float64(0.6931471805599453),np.float64(-0.1560129290391036),True,True,True,1.4029236443731565,1.7223000803312516e-10,np.float64(5.595321941401781e-05),1e-06,-4.842102900943555e-13,1.7271421832321951e-10,1.0517217569000307e-11,1.6171279046412486e-10,1.7928517198694657e-12,1.704371563132557e-10,-1.9078136615398414e-12,1.74137821694665e-10,-4.433592585820335e-12,1.766636006189455e-10
m4-v1,b02,3,1,np.float64(1.0986122886681098),np.float64(-0.20189889986939866),True,True,True,1.7803699205232961,-2.4453428171256064e-10,np.float64(7.641468684633888e-05),1e-06,2.9438408953721024e-12,-2.4747812260793277e-10,-2.9765432680065462e-12,-2.4155773844455407e-10,2.468616943595924e-12,-2.4700289865615655e-10,-1.0842730774327096e-12,-2.434500086351279e-10,2.6069107233695622e-12,-2.471411924359302e-10
m4-v1,b02,2,2,np.float64(1.3862943611198906),np.float64(-0.1103178000763258),True,False,False,0.9594679837901412,3.0414293306080253e-10,np.float64(4.503521505267156e-05),1e-06,-1.9273543193768113e-11,3.2341647625457064e-10,-3.7899222394978655e-11,3.420421554557812e-10,-2.84431038692655e-11,3.32586036930068e-10,-1.689997230035089e-11,3.2104290536115344e-10,-2.1022580789157458e-11,3.2516551384996e-10
m4-v1,b02,5,1,np.float64(1.6094379124341003),np.float64(-0.22910752440522542),True,True,True,1.9583196993382483,5.1087578611941353e-11,np.float64(9.085892880467974e-05),1e-06,3.4442657555368475e-12,4.7643312856404505e-11,1.52998483959444e-11,3.578773021599695e-11,7.366511546795962e-12,4.372106706514539e-11,2.6372836224975295e-14,5.1061205775716375e-11,-2.227384893665621e-13,5.1310317101307915e-11
m4-v1,b02,7,1,np.float64(1.9459101490553132),np.float64(-0.23411211608563706),True,True,True,1.9051583987485352,-1.0079159729059484e-10,np.float64(8.333164270176261e-05),1e-06,6.127281588604753e-12,-1.0691887887919959e-10,3.282978011530274e-12,-1.0407457530212511e-10,6.4757182065427975e-12,-1.0726731549713763e-10,4.8590645493217784e-12,-1.0565066183991661e-10,7.758354364246213e-12,-1.0854995165484105e-10
m4-v1,b02,2,3,np.float64(2.0794415416798357),np.float64(-0.0780064645195518),True,False,False,0.6354280758723609,3.5048608459931074e-10,np.float64(3.0175894336036192e-05),1e-06,2.436488394372888e-12,3.480495962049379e-10,2.835612962178009e-11,3.2212995497753063e-10,1.0441797021246588e-11,3.4004428757806416e-10,2.3667398355735832e-11,3.268186862435749e-10,1.5594395128167957e-11,3.348916894711428e-10
m4-v1,b02,3,2,np.float64(2.1972245773362196),np.float64(-0.1165663841886866),True,False,False,0.9521458943572528,4.110840556847961e-10,np.float64(4.156540993284305e-05),1e-06,-9.531776894787238e-12,4.2061583257958334e-10,-2.472822461949859e-11,4.358122803042947e-10,-1.6274848960616917e-11,4.2735890464541305e-10,-1.6336317554855173e-11,4.2742037323965127e-10,-1.5105932033860985e-11,4.261899877186571e-10
m4-v1,b02,11,1,np.float64(2.3978952727983707),np.float64(-0.23013570108523157),True,True,True,1.8165117865925748,-1.7703116750311665e-10,np.float64(9.776599075321368e-05),1e-06,-2.433100526797094e-11,-1.527001622351457e-10,-1.7643785822653816e-11,-1.5938738168046282e-10,-2.6694731966831797e-11,-1.5033643553628485e-10,-3.6212136356365075e-11,-1.4081903114675156e-10,-4.1356384569911144e-11,-1.356747829332055e-10
m4-v1,b02,13,1,np.float64(2.5649493574615367),np.float64(-0.22644213759952758),True,True,True,1.739758499413556,2.0197687966572175e-10,np.float64(8.941587112744435e-05),1e-06,-2.3343896774248272e-11,2.2532077643997e-10,-3.8640434531143574e-11,2.4061731419686535e-10,-3.22376916827591e-11,2.3421457134848085e-10,-2.768745865647032e-11,2.2966433832219207e-10,-3.0904171552629986e-11,2.3288105121835174e-10
m4-v1,b02,2,4,np.float64(2.772588722239781),np.float64(-0.0551589000381629),True,False,False,0.4091727245279418,-8.797046424646737e-10,np.float64(2.0198247796051397e-05),1e-06,1.3017996366173701e-10,-1.0098846061264107e-09,2.118132329467406e-11,-9.008859657593478e-10,1.1333215391947326e-10,-9.93036796384147e-10,1.1455102028705991e-10,-9.942556627517337e-10,1.5610420194172142e-10,-1.0358088444063952e-09
m4-v1,b02,17,1,np.float64(2.833213344056216),np.float64(-0.21872828371837585),True,True,True,1.5879702952269052,-5.532280189513017e-10,np.float64(8.573311630063865e-05),1e-06,-3.864502586695695e-11,-5.145829930843447e-10,-2.332973679613364e-11,-5.298982821551681e-10,-3.9674548351169175e-11,-5.135534706001326e-10,-5.435933689834049e-11,-4.988686820529612e-10,-6.122259611952423e-11,-4.920054228317775e-10
m4-v1,b02,19,1,np.float64(2.9444389791664403),np.float64(-0.21501852841127717),True,True,True,1.5425563262498234,9.604850248479124e-11,np.float64(0.00010325675949263454),1e-06,2.5326456796700404e-12,9.351585680512121e-11,-1.2098715787293684e-11,1.0814721827208493e-10,-2.1794397148170404e-12,9.822794219960828e-11,-4.817060587195008e-12,1.0086556307198625e-10,-2.466858520472839e-12,9.851536100526408e-11
m4-v1,b02,23,1,np.float64(3.1354942159291497),np.float64(-0.20810964733659634),True,True,True,1.4369927128919044,-4.727546132343718e-10,np.float64(7.75182481182482e-05),1e-06,5.77643024406258e-11,-5.305189156749976e-10,2.572461081779396e-11,-4.984792240521658e-10,5.403300803148587e-11,-5.267876212658577e-10,7.22043922218659e-11,-5.449590054562377e-10,8.185503826606979e-11,-5.546096515004416e-10
m4-v1,b02,5,2,np.float64(3.2188758248682006),np.float64(-0.10245999974535523),True,False,False,0.7106822528034444,-1.5242012096905455e-09,np.float64(3.674161834496545e-05),1e-06,-4.5325367248750414e-11,-1.478875842441795e-09,-9.591373724731135e-11,-1.4282874724432342e-09,-7.34264419248089e-11,-1.4507747677657367e-09,-8.14341921387812e-11,-1.4427670175517643e-09,-7.74267320734958e-11,-1.4467744776170497e-09
m4-v1,b02,3,3,np.float64(3.295836866004329),np.float64(-0.06729963328979954),True,False,False,0.4705530034753179,-5.852387463534114e-10,np.float64(2.7508080630868517e-05),1e-06,-1.6949420576482522e-10,-4.157445405885862e-10,-2.343843340243646e-10,-3.5085441232904683e-10,-2.1780903485104818e-10,-3.6742971150236326e-10,-1.8371142426875238e-10,-4.0152732208465904e-10,-1.9744885655306957e-10,-3.8778988980034185e-10
m4-v1,b02,29,1,np.float64(3.367295829986474),np.float64(-0.1990363509339811),True,True,True,1.3312985236485813,-5.722703422250675e-10,np.float64(9.569619331224963e-05),1e-06,-4.507843494447101e-11,-5.271919072805964e-10,-4.581915772352199e-11,-5.264511845015455e-10,-5.053562609813296e-11,-5.217347161269345e-10,-3.798118245778598e-11,-5.342891597672814e-10,-4.326596319353059e-11,-5.290043790315368e-10
m4-v1,b02,31,1,np.float64(3.4339872044851463),np.float64(-0.1963215403858554),True,True,True,1.3140890579479787,7.346041552835914e-10,np.float64(6.984373179493308e-05),1e-06,4.6677694643743115e-11,6.879264606398483e-10,8.031264676564209e-11,6.542915085179493e-10,6.76438999401128e-11,6.669602553434785e-10,7.038947881859895e-11,6.642146764649925e-10,6.940541098765144e-11,6.651987442959399e-10
m4-v1,b02,2,5,np.float64(3.4657359027997265),np.float64(-0.0390032322597759),True,False,False,0.26289293525742297,3.972232764937189e-09,np.float64(1.7779191815250417e-05),1e-06,3.2356100937969655e-10,3.6486717555574925e-09,6.818855606677734e-10,3.2903472042694157e-09,5.109203362511618e-10,3.461312428686027e-09,3.933800246844316e-10,3.5788527402527576e-09,4.0392440121545774e-10,3.5683083637217314e-09
m4-v1,b02,37,1,np.float64(3.6109179126442243),np.float64(-0.1889586950119591),True,True,True,1.205897881125229,8.5007512140578e-10,np.float64(7.107440423160266e-05),1e-06,2.0581816538242605e-11,8.294933048675374e-10,3.579774766970693e-11,8.142773737360731e-10,3.33882181092919e-11,8.166869032964881e-10,6.737263860456202e-11,7.82702482801218e-10,6.288623052464583e-11,7.871888908811342e-10
m4-v1,b02,41,1,np.float64(3.713572066704308),np.float64(-0.184607803637099),True,True,True,1.1343220717547,6.742155722605503e-10,np.float64(7.069727051070774e-05),1e-06,8.328617316265024e-11,5.909293990979e-10,1.3947723672486892e-10,5.347383355356814e-10,1.1392688131567747e-10,5.602886909448728e-10,7.444476341606203e-11,5.997708088444882e-10,7.956075142314658e-11,5.946548208374037e-10
m4-v1,b02,43,1,np.float64(3.7612001156935624),np.float64(-0.18257543342631882),True,True,True,1.1270871914754945,3.016098482078178e-11,np.float64(7.882783011992772e-05),1e-06,1.5679005534414621e-10,-1.2662907052336444e-10,8.710394491818928e-11,-5.69429600974075e-11,1.3586834830368426e-10,-1.0570736348290248e-10,1.2787399725064198e-10,-9.77130124298602e-11,1.4816306413025752e-10,-1.1800207930947574e-10
m4-v1,b02,47,1,np.float64(3.8501476017100584),np.float64(-0.17876338822837304),True,True,True,1.0800851548788981,5.508269396159449e-10,np.float64(6.376521564803301e-05),1e-06,-3.3785805872879556e-10,8.886849983447405e-10,-3.977955976573294e-10,9.486225372732743e-10,-3.966945293085415e-10,9.475214689244863e-10,-3.9084296520922235e-10,9.416699048251671e-10,-4.091763133465601e-10,9.60003252962505e-10
m4-v1,b02,7,2,np.float64(3.8918202981106265),np.float64(-0.08848606258138285),True,False,False,0.5362028110049841,-9.43354949711761e-10,np.float64(4.013310752481898e-05),1e-06,-2.0678779054067696e-10,-7.365671591710841e-10,-4.7756483699296225e-11,-8.955984660124648e-10,-1.3674704224563426e-10,-8.066079074661268e-10,-1.2280666452772363e-10,-8.205482851840374e-10,-1.4031163073824787e-10,-8.030433189735132e-10
m4-v1,b02,53,1,np.float64(3.970291913552122),np.float64(-0.1735939685443537),True,True,True,1.03645388069078,1.912658920133481e-10,np.float64(6.271639221975555e-05),1e-06,-5.620296929629998e-10,7.532955849763479e-10,-6.11677315085736e-10,8.029432070990841e-10,-6.315129372669462e-10,8.227788292802943e-10,-6.365423088283182e-10,8.278082008416663e-10,-6.610082724369544e-10,8.522741644503025e-10
m4-v1,b02,59,1,np.float64(4.07753744390572),np.float64(-0.16897485378921837),True,False,False,0.9877476975288648,4.942701803400951e-10,np.float64(7.407921799180376e-05),1e-06,7.19158365783703e-10,-2.2488818544360798e-10,7.311206397014592e-10,-2.368504593613641e-10,7.785041369479114e-10,-2.842339566078163e-10,8.125355223312056e-10,-3.182653419911105e-10,8.352012367553614e-10,-3.4093105641526635e-10
m4-v1,b02,61,1,np.float64(4.110873864173311),np.float64(-0.16754032791775322),True,False,False,0.9642807823511569,4.933888853031476e-10,np.float64(7.632761264482052e-05),1e-06,5.282292795450535e-10,-3.484039424190588e-11,7.408601750261438e-10,-2.4747128972299617e-10,6.729101358433918e-10,-1.7952125054024417e-10,6.334199454303939e-10,-1.4003106012724628e-10,6.440950310484642e-10,-1.507061457453166e-10
m4-v1,b02,2,6,np.float64(4.1588830833596715),np.float64(-0.02757945001908145),True,False,False,0.1539608655411198,-1.0258041305277743e-08,np.float64(9.803281586327117e-06),1e-06,-4.391374663809615e-09,-5.8666666414681284e-09,-5.303799824983979e-09,-4.954241480293764e-09,-5.151162835998615e-09,-5.106878469279128e-09,-5.1748808366780355e-09,-5.0831604685997076e-09,-5.221446438958158e-09,-5.036594866319585e-09
m4-v1,b02,67,1,np.float64(4.204692619390966),np.float64(-0.16351100147025147),True,False,False,0.9177262628063932,7.558709214094961e-10,np.float64(7.056164976938476e-05),1e-06,5.977540834498516e-10,1.581168379596445e-10,6.040411858717679e-10,1.5182973553772813e-10,6.184309982602177e-10,1.3743992314927837e-10,5.770776309665171e-10,1.7879329044297893e-10,5.918261199361728e-10,1.640448014733233e-10
m4-v1,b02,71,1,np.float64(4.2626798770413155),np.float64(-0.16102884271275783),True,False,False,0.8910856733586884,-1.818500572348114e-09,np.float64(6.951805109836494e-05),1e-06,-1.0602660372849768e-09,-7.582345350631373e-10,-9.09537907372145e-10,-9.08962664975969e-10,-1.0260748199624951e-09,-7.924257523856189e-10,-1.0352912731095811e-09,-7.832092992385329e-10,-1.0747165719209349e-09,-7.437840004271791e-10
m4-v1,b02,73,1,np.float64(4.290459441148391),np.float64(-0.1598425863444375),True,False,False,0.8818419000122351,-1.0820555562673917e-10,np.float64(6.684371724254472e-05),1e-06,-1.6372556729762084e-10,5.5520011670881675e-11,-5.282218889843892e-10,4.2001633335765003e-10,-3.834666778204587e-10,2.7526112219371955e-10,-3.3321048048966207e-10,2.250049248629229e-10,-3.288067931998623e-10,2.2060123757312315e-10
m4-v1,b02,79,1,np.float64(4.3694478524670215),np.float64(-0.15648155106679665),True,False,False,0.8459522513287047,3.685578287004887e-09,np.float64(7.568668820083988e-05),1e-06,1.896827594461963e-09,1.788750692542924e-09,1.8419703025240026e-09,1.8436079844808844e-09,1.9508591667991632e-09,1.7347191202057237e-09,2.012624187904204e-09,1.6729540991006828e-09,2.0414392622248552e-09,1.6441390247800318e-09
m4-v1,b02,3,4,np.float64(4.394449154672439),np.float64(-0.03885546139622887),True,False,False,0.21069178670389996,-7.854561223652468e-09,np.float64(1.6953351204506237e-05),1e-06,-5.873675409516723e-09,-1.9808858141357446e-09,-6.564956660375821e-09,-1.2896045632766467e-09,-6.4059775007650195e-09,-1.448583722887448e-09,-6.143612396257768e-09,-1.7109488273946997e-09,-6.206562810744851e-09,-1.6479984129076162e-09
m4-v1,b02,83,1,np.float64(4.418840607796598),np.float64(-0.15439008898017337),True,False,False,0.8319946998264336,-1.9393666672584686e-09,np.float64(5.488884482819279e-05),1e-06,-1.4776736893919255e-09,-4.6169297786654313e-10,-9.902753018206088e-10,-9.490913654378598e-10,-1.2193105348672826e-09,-7.20056132391186e-10,-1.2517189406462364e-09,-6.876477266122322e-10,-1.2877875868303777e-09,-6.51579080428091e-10
m4-v1,b02,89,1,np.float64(4.48863636973214),np.float64(-0.15145009428891956),True,False,False,0.7809810943690993,6.154932119528667e-10,np.float64(6.694146543648984e-05),1e-06,1.0607449564192607e-10,5.094187163109406e-10,4.781844778225019e-10,1.3730873413036472e-10,3.5040500123652985e-10,2.650882107163368e-10,3.827873180217718e-10,2.3270589393109486e-10,3.518634027975155e-10,2.6362980915535117e-10
m4-v1,b02,97,1,np.float64(4.574710978503383),np.float64(-0.14785224441209735),True,False,False,0.7664152759836448,4.846864021246233e-09,np.float64(5.266618591969597e-05),1e-06,2.6091789767746068e-09,2.2376850444716265e-09,1.854612117868874e-09,2.992251903377359e-09,2.1645475089142984e-09,2.682316512331935e-09,2.244910901057819e-09,2.6019531201884143e-09,2.2751880342755407e-09,2.5716759869706926e-09
m4-v1,b02,101,1,np.float64(4.61512051684126),np.float64(-0.14617479278578105),True,False,False,0.759269291380908,6.237821592591786e-09,np.float64(6.647096079569449e-05),1e-06,5.7726113131558725e-09,4.6521027943591317e-10,6.501498203019416e-09,-2.636766104276301e-10,6.3448691060018475e-09,-1.0704751341006183e-10,6.270211284637297e-09,-3.238969204551115e-11,6.289920905784606e-09,-5.209931319282068e-11
m4-v1,b02,103,1,np.float64(4.634728988229636),np.float64(-0.145363663339395),True,False,False,0.7463154186418098,-8.782312210797727e-09,np.float64(5.992448038717661e-05),1e-06,-7.0864432401440805e-09,-1.6958689706536464e-09,-7.2344556463751615e-09,-1.5478565644225654e-09,-7.239851435309861e-09,-1.542460775487866e-09,-7.2105060386710896e-09,-1.5718061721266374e-09,-7.220144313231073e-09,-1.5621678975666538e-09
m4-v1,b02,107,1,np.float64(4.672828834461906),np.float64(-0.14379312149769535),True,False,False,0.7268324186953381,-3.155551264732992e-09,np.float64(5.2529750208455774e-05),1e-06,-2.493106837090252e-09,-6.624444276427401e-10,-2.9063834761108443e-09,-2.4916778862214763e-10,-2.7715263541357847e-09,-3.840249105972073e-10,-2.7875141069395425e-09,-3.6803715779344946e-10,-2.752038674858899e-09,-4.035125898740929e-10
m4-v1,b02,109,1,np.float64(4.6913478822291435),np.float64(-0.14303243005044233),True,False,False,0.728360891122871,5.895113286413789e-10,np.float64(5.362839267417061e-05),1e-06,1.8289367469373302e-09,-1.2394254182959513e-09,2.127943200611508e-09,-1.538431871970129e-09,2.106250340723546e-09,-1.5167390120821673e-09,2.2136782971775386e-09,-1.6241669685361597e-09,2.1945917201362997e-09,-1.6050803914949208e-09
m4-v1,b02,113,1,np.float64(4.727387818712341),np.float64(-0.14155725660115417),True,False,False,0.7134819905515826,-1.3917551000552919e-08,np.float64(6.318713063922778e-05),1e-06,-1.3508137942404394e-08,-4.094130581485255e-10,-1.4128297698468344e-08,2.1074669791542514e-10,-1.4009254821115999e-08,9.170382056307969e-11,-1.3908657840287182e-08,-8.893160265736705e-12,-1.392998062540238e-08,1.2429624849460172e-11
m4-v1,b02,11,2,np.float64(4.795790545596741),np.float64(-0.06938852466955447),True,False,False,0.3416621050575256,-2.1665507610180157e-08,np.float64(2.6488020785532774e-05),1e-06,-2.1151991497646005e-08,-5.135161125341521e-10,-1.8795644106155325e-08,-2.8698635040248323e-09,-1.9459906635591e-08,-2.2056009745891557e-09,-1.9371043671663046e-08,-2.2944639385171106e-09,-1.9482135643323904e-08,-2.1833719668562525e-09
m4-v1,b02,5,3,np.float64(4.828313737302301),np.float64(-0.04582150488104508),True,False,False,0.22644379953658533,-1.3419876920828244e-07,np.float64(1.6554888672900138e-05),1e-06,-1.35684271923947e-07,1.4855027156645537e-09,-1.3081845876010245e-07,-3.3803104481799893e-09,-1.3250529160328884e-07,-1.6934776049935974e-09,-1.328032596392676e-07,-1.3955095690148306e-09,-1.3297337379825514e-07,-1.2253954100273048e-09
m4-v1,b02,127,1,np.float64(4.844187086458591),np.float64(-0.13682617124428062),True,False,False,0.6705976075774955,3.4852339014790346e-08,np.float64(6.140926089434849e-05),1e-06,3.349434303068428e-08,1.3579959841060654e-09,3.218149306759745e-08,2.6708459471928973e-09,3.26313209892989e-08,2.2210180254914462e-09,3.265005815199351e-08,2.202280862796838e-09,3.272048825126763e-08,2.1318507635227123e-09
m4-v1,b02,2,7,np.float64(4.852030263919617),np.float64(-0.01950161612988795),True,False,False,0.09508141574995581,1.8292112491380408e-08,np.float64(8.407364595395468e-06),1e-06,4.506651494365058e-09,1.3785460997015349e-08,1.3994699794721591e-08,4.297412696658817e-09,1.175863883713409e-08,6.533473654246318e-09,1.2124771492853788e-08,6.16734099852662e-09,1.174870392821386e-08,6.543408563166548e-09
m4-v1,b02,131,1,np.float64(4.875197323201151),np.float64(-0.1355834491603077),True,False,False,0.6571225188688891,1.1343277339648239e-07,np.float64(6.23260545587327e-05),1e-06,1.1533735481103838e-07,-1.904581414555995e-09,1.1500713303909682e-07,-1.5743596426144263e-09,1.1514390098393835e-07,-1.7111275874559604e-09,1.1511980799355234e-07,-1.6870345970699492e-09,1.1513274165220947e-07,-1.6999682557270802e-09
m4-v1,b02,137,1,np.float64(4.919980925828125),np.float64(-0.13379912176069506),True,False,False,0.6521508418202691,-4.329445922879316e-07,np.float64(4.751704255085333e-05),1e-06,-4.308383235758515e-07,-2.1062687120800832e-09,-4.3238024429557897e-07,-5.64347992352612e-10,-4.3239280282467225e-07,-5.517894632593318e-10,-4.3240372725526206e-07,-5.408650326695228e-10,-4.324571848742376e-07,-4.874074136940053e-10
m4-v1,b02,139,1,np.float64(4.9344739331306915),np.float64(-0.13322434272608064),True,False,False,0.6429588729368767,6.565275254555303e-07,np.float64(5.126348394030772e-05),1e-06,6.554998650696699e-07,1.0276603858603916e-09,6.567872467846401e-07,-2.597213291098051e-10,6.567031455525839e-07,-1.7562009705365616e-10,6.566631583221223e-07,-1.3563286659198076e-10,6.566780162620637e-07,-1.504908065334321e-10
m4-v1,b03,2,1,np.float64(0.6931471805599453),np.float64(-0.1560129290391036),True,True,True,1.3783267756923814,2.96742852512466e-10,np.float64(5.687372768804884e-05),1e-06,-9.474407532763544e-12,3.0621726004522956e-10,-5.463565698725607e-12,3.0220641821119164e-10,-7.0924493084094026e-12,3.0383530182087543e-10,-3.0517111344902674e-12,2.997945636469563e-10,-2.9418397171601455e-12,2.9968469222962615e-10
m4-v1,b03,3,1,np.float64(1.0986122886681098),np.float64(-0.20189889986939866),True,True,True,1.7504694881313947,-9.338463335950564e-11,np.float64(7.195621805080793e-05),1e-06,7.970960178450295e-12,-1.0135559353795594e-10,3.028182986313255e-12,-9.64128163458189e-11,4.3102792432590544e-12,-9.76949126027647e-11,2.1890356505736595e-12,-9.55736690100793e-11,1.9760263385856886e-12,-9.536065969809133e-11
m4-v1,b03,2,2,np.float64(1.3862943611198906),np.float64(-0.1103178000763258),True,False,False,0.9452298532699638,-1.35708111415056e-10,np.float64(3.899048380579576e-05),1e-06,1.0340221067848326e-11,-1.4604833248290434e-10,-5.017847411445329e-12,-1.3069026400361068e-10,-2.4961781428454097e-12,-1.332119332722106e-10,-5.23319024235036e-13,-1.3518479239082096e-10,-6.612119674511134e-13,-1.350468994476049e-10
m4-v1,b03,5,1,np.float64(1.6094379124341003),np.float64(-0.22910752440522542),True,True,True,1.9468171966076113,6.684464093353881e-10,np.float64(8.622907578246397e-05),1e-06,4.1663056522573615e-12,6.642801036831308e-10,1.1183740112724276e-11,6.572626692226638e-10,1.1066928922929099e-11,6.573794804124591e-10,2.15646305749553e-12,6.662899462778926e-10,4.1999716476209305e-12,6.642464376877672e-10
m4-v1,b03,7,1,np.float64(1.9459101490553132),np.float64(-0.23411211608563706),True,True,True,1.927540138918103,-4.8198334212656846e-11,np.float64(9.434242945688417e-05),1e-06,1.0744418121159265e-11,-5.894275233381611e-11,3.842593862517428e-12,-5.204092807517427e-11,9.086689631453177e-12,-5.728502384411002e-11,5.738529515622034e-12,-5.393686372827888e-11,6.492213367570225e-12,-5.469054758022707e-11
m4-v1,b03,2,3,np.float64(2.0794415416798357),np.float64(-0.0780064645195518),True,False,False,0.6238869935236933,-6.854682377266386e-10,np.float64(3.433757776530368e-05),1e-06,-2.2297177278768916e-12,-6.832385199987616e-10,4.227133675176028e-11,-7.277395744783988e-10,4.0319433984112684e-11,-7.257876717107513e-10,2.0155046182534984e-11,-7.056232839091735e-10,2.0413910935202816e-11,-7.058821486618414e-10
m4-v1,b03,3,2,np.float64(2.1972245773362196),np.float64(-0.1165663841886866),True,False,False,0.9111824887388312,2.831181955542661e-10,np.float64(4.3113901090413805e-05),1e-06,1.203840999870728e-11,2.7107978555555883e-10,-2.0927943457538733e-11,3.040461390118048e-10,-1.851123161936422e-11,3.016294271736303e-10,-7.765175263108504e-12,2.908833708173746e-10,-8.694583305693604e-12,2.918127788599597e-10
m4-v1,b03,11,1,np.float64(2.3978952727983707),np.float64(-0.23013570108523157),True,True,True,1.7906109822414924,3.920057611850325e-10,np.float64(8.315422629529312e-05),1e-06,-2.6864798553612152e-12,3.946922410403937e-10,-8.927549591892936e-14,3.9209503668095144e-10,-1.2511335802767342e-11,4.0451709698779985e-10,-1.0487131687582939e-11,4.0249289287261543e-10,-1.156969302688576e-11,4.0357545421191823e-10
m4-v1,b03,13,1,np.float64(2.5649493574615367),np.float64(-0.22644213759952758),True,True,True,1.7344475475145062,6.266542840194234e-11,np.float64(0.00010363745326265579),1e-06,8.782336510308821e-14,6.257760503683925e-11,-2.0285979899008603e-12,6.46940263918432e-11,7.581833968773838e-13,6.190724500506496e-11,-4.445389770895507e-12,6.711081817283785e-11,-1.318507974964858e-13,6.279727919943882e-11
m4-v1,b03,2,4,np.float64(2.772588722239781),np.float64(-0.0551589000381629),True,False,False,0.3980643548514214,-3.339283960457351e-09,np.float64(2.110424307456633e-05),1e-06,-4.448382108810502e-11,-3.294800139369246e-09,-1.4902555046022608e-10,-3.190258409997125e-09,-1.5860403041483393e-10,-3.1806799300425172e-09,-9.851623256239575e-11,-3.2407677278949554e-09,-9.947791042126686e-11,-3.2398060500360843e-09
m4-v1,b03,17,1,np.float64(2.833213344056216),np.float64(-0.21872828371837585),True,True,True,1.5901490847629138,1.5162715527594628e-10,np.float64(8.840476218098714e-05),1e-06,-7.930161061251551e-12,1.5955731633719784e-10,2.4207157641899054e-11,1.2741999763404723e-10,2.790380682037144e-11,1.2372334845557485e-10,1.3023897466099138e-11,1.3860325780984715e-10,1.660059779371919e-11,1.3502655748222709e-10
m4-v1,b03,19,1,np.float64(2.9444389791664403),np.float64(-0.21501852841127717),True,True,True,1.5132926537078777,-1.325988208122908e-10,np.float64(7.616883944089732e-05),1e-06,5.8930656555299035e-12,-1.384918864678207e-10,1.2344182355417154e-11,-1.4494300316770795e-10,-9.486343646586824e-12,-1.2311247716570398e-10,-9.96917180691684e-12,-1.2262964900537395e-10,-1.1439693415715198e-11,-1.211591273965756e-10
m4-v1,b03,23,1,np.float64(3.1354942159291497),np.float64(-0.20810964733659634),True,True,True,1.4179106147956313,5.028768512715942e-10,np.float64(7.611798829233087e-05),1e-06,-3.755628496767416e-12,5.066324797683616e-10,-3.442063645469483e-11,5.37297487726289e-10,4.3043711767658445e-13,5.024464141539176e-10,-8.178019354169807e-13,5.036946532070112e-10,6.6402751635813e-12,4.962365761080129e-10
m4-v1,b03,5,2,np.float64(3.2188758248682006),np.float64(-0.10245999974535523),True,False,False,0.6950782655921056,6.621043713295194e-10,np.float64(3.56408501034865e-05),1e-06,-4.307827971979433e-11,7.051826510493137e-10,-8.517631283526505e-11,7.472806841647844e-10,-1.320232044532305e-11,6.753066917748424e-10,-2.060406953874203e-11,6.827084408682614e-10,-1.7944847759241664e-13,6.622838198071118e-10
m4-v1,b03,3,3,np.float64(3.295836866004329),np.float64(-0.06729963328979954),True,False,False,0.4521333604460574,9.404992340478202e-10,np.float64(2.958812897817352e-05),1e-06,-3.143190651230691e-11,9.71931140560127e-10,-2.1724700000851626e-10,1.1577462340563366e-09,-2.1938072480844632e-10,1.1598799588562666e-09,-1.455680664421086e-10,1.0860673004899289e-09,-1.4828148194271577e-10,1.088780715990536e-09
m4-v1,b03,29,1,np.float64(3.367295829986474),np.float64(-0.1990363509339811),True,True,True,1.2868291166275525,9.494485198047187e-10,np.float64(6.969149081958644e-05),1e-06,-5.954656073173747e-11,1.0089950805364561e-09,-1.0557537733350189e-10,1.0550238971382205e-09,-8.945028210758707e-11,1.0388988019123057e-09,-6.041404310761577e-11,1.0098625629123345e-09,-6.199147407470463e-11,1.0114399938794232e-09
m4-v1,b03,31,1,np.float64(3.4339872044851463),np.float64(-0.1963215403858554),True,True,True,1.2866717867211217,1.1613789929754148e-09,np.float64(9.030600190888882e-05),1e-06,8.823984870279264e-13,1.1604965944883868e-09,5.82038321516477e-11,1.1031751608237671e-09,5.4700596357411615e-11,1.1066783966180033e-09,4.1179764863853865e-11,1.120199228111561e-09,3.7434609230633056e-11,1.1239443837447817e-09
